10000 100000
2 1 804710155
3 2 646220159
4 2 883083067
5 2 840538322
6 3 837945259
7 4 922894349
8 7 973416144
9 8 650611058
10 2 931101587
11 5 953624749
12 11 957711042
13 4 711824070
14 13 613617363
15 6 633432770
16 12 849228572
17 4 673308003
18 16 761093543
19 4 996670397
20 16 722398281
21 17 700675952
22 7 986990765
23 2 758828225
24 14 976844392
25 17 669112305
26 7 831673177
27 14 871072386
28 24 708624094
29 14 644224839
30 24 570805926
31 2 510016111
32 29 726712363
33 6 853112309
34 30 849265679
35 3 604580882
36 10 835681022
37 1 867487397
38 18 700611775
39 37 501109685
40 31 841007757
41 40 580461676
42 34 926115077
43 12 803881798
44 12 986783263
45 40 786506058
46 26 683267339
47 17 878404221
48 47 570325228
49 31 710642934
50 37 847178440
51 5 733023805
52 26 623664168
53 18 533310169
54 43 878113332
55 1 849242681
56 47 848533082
57 31 961297753
58 15 991066044
59 53 824682201
60 5 752211187
61 20 891623258
62 38 514246902
63 60 905087581
64 18 818894365
65 64 514369535
66 55 929273495
67 58 615694144
68 49 836327634
69 13 663211702
70 1 514129314
71 63 772298720
72 62 513807918
73 7 996649076
74 72 703247075
75 19 590234460
76 32 948192519
77 67 582758206
78 12 815124893
79 65 639698623
80 2 539964859
81 11 885804009
82 13 788175488
83 72 947033436
84 82 808870474
85 32 632006948
86 53 909594847
87 24 646065529
88 41 762091685
89 64 822246580
90 30 964843808
91 52 741685809
92 30 885286727
93 2 990533120
94 37 908806772
95 42 972127380
96 16 730706690
97 63 847107790
98 57 640041930
99 68 928886801
100 17 615396381
101 91 682062156
102 67 734841854
103 19 947548183
104 51 639898268
105 51 513828179
106 65 877683287
107 49 598776056
108 90 746841824
109 101 857413353
110 97 753572401
111 89 712121102
112 4 701698161
113 46 605167109
114 34 665961208
115 113 908306978
116 83 746910744
117 107 944919448
118 49 561062742
119 34 507346954
120 14 788582961
121 43 634582218
122 78 543321774
123 30 502281106
124 75 620163136
125 58 765216642
126 38 506007753
127 104 636727710
128 112 844857539
129 41 804495145
130 39 754851792
131 36 629178510
132 22 822719048
133 129 956158128
134 65 865561979
135 29 589355234
136 64 713060544
137 94 634910673
138 71 652254089
139 69 803645216
140 68 854772755
141 126 592032147
142 11 699690096
143 34 742280436
144 139 639907061
145 49 868758034
146 79 592442199
147 141 517112214
148 50 916235257
149 139 587707262
150 37 915998274
151 31 905489778
152 42 844769765
153 55 784512354
154 7 989427341
155 137 969613059
156 69 888611143
157 106 854663975
158 121 808709532
159 77 676546561
160 20 742369862
161 136 638447833
162 55 724497617
163 29 931888573
164 104 823044538
165 149 594830378
166 158 570570688
167 127 579995594
168 158 868104320
169 23 571883957
170 62 555213215
171 124 514542301
172 144 811230984
173 82 993197957
174 98 663379201
175 113 843621623
176 161 784902961
177 61 827736023
178 169 767595717
179 172 656729538
180 113 919981911
181 172 606019869
182 14 514515018
183 104 574700346
184 130 783311787
185 110 751894596
186 75 743994853
187 86 547355534
188 151 837121987
189 181 828084536
190 126 776469653
191 22 688430663
192 120 850294387
193 98 899368101
194 160 735164406
195 26 593192872
196 128 547932637
197 26 522498049
198 138 765617525
199 139 858253653
200 27 733055684
201 110 630155976
202 177 997426371
203 99 524114744
204 57 869789479
205 114 639934983
206 119 553656973
207 106 891360417
208 39 650279435
209 121 579426589
210 154 806134378
211 22 603386285
212 207 518328984
213 99 712947646
214 75 500514838
215 28 863472107
216 203 655314537
217 167 962883897
218 56 835437790
219 72 827358778
220 44 679325470
221 198 774284540
222 171 972633949
223 30 620801015
224 95 678865716
225 1 584086614
226 162 945714790
227 97 557181525
228 48 996147223
229 216 945791613
230 178 970436930
231 160 772102668
232 7 724484982
233 131 708948433
234 56 567404060
235 234 518284599
236 156 556421847
237 4 631159136
238 109 588427194
239 56 817483385
240 202 948075884
241 92 872321451
242 91 616070767
243 39 969068127
244 10 801175078
245 206 846308776
246 186 769564750
247 125 972036619
248 171 800067336
249 58 699637513
250 24 765043873
251 24 679256336
252 114 695727806
253 123 507191228
254 211 603393271
255 100 649403066
256 33 778335757
257 180 993201773
258 48 587546190
259 20 717517151
260 46 841862743
261 236 735602891
262 118 531595285
263 146 593830043
264 235 622454634
265 33 822380834
266 5 664484420
267 216 608716479
268 94 652599287
269 81 889358755
270 118 996585941
271 102 914547208
272 122 633900888
273 234 519233445
274 219 887617372
275 71 742020128
276 89 843672125
277 48 789471432
278 111 521235157
279 126 726634212
280 58 577716902
281 155 992575573
282 262 921041853
283 192 609334373
284 263 778925330
285 216 691300330
286 180 540522853
287 120 695156018
288 224 877676278
289 166 995139157
290 249 791550340
291 225 693045205
292 106 584095346
293 23 784908990
294 86 517496332
295 206 673658268
296 73 689664320
297 264 977115657
298 189 507656512
299 114 628153499
300 110 880778989
301 170 965580411
302 158 622683651
303 92 857392880
304 203 827472205
305 49 658643357
306 111 652273268
307 149 764206151
308 268 640063018
309 74 536612190
310 71 976930232
311 208 663823518
312 192 955736380
313 256 624935037
314 304 538093080
315 229 536826443
316 37 953272927
317 99 574325543
318 308 630731852
319 292 717795900
320 105 526956801
321 277 526332638
322 222 632407320
323 222 508909695
324 266 512743898
325 225 847215514
326 280 843426070
327 37 826373122
328 24 512036321
329 213 882436916
330 267 864660435
331 268 721713053
332 183 623858812
333 238 685945088
334 30 836658718
335 164 590819663
336 222 751333623
337 265 998812089
338 123 825075101
339 152 887798981
340 143 928222520
341 269 791595939
342 191 521339042
343 193 828315682
344 46 697016498
345 135 955969773
346 206 609445950
347 341 516160250
348 290 805128088
349 22 822410837
350 130 992198804
351 240 573270945
352 115 801157717
353 168 587690256
354 19 817160049
355 248 552861604
356 298 573864505
357 56 764283625
358 72 939241242
359 259 773729685
360 305 614803317
361 88 539074473
362 193 875091302
